FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,1 00,9,9679,Deputy Commissioner,Annual,1,1,121560.00,121560.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,BX 15,10,1912,Project Coordinator,Annual,1,1,83628.00,83628.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,B 14,1,1602,Senior Land Disposition Officer,Annual,1,1,100716.00,100716.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,B 14,1,1602,Senior Land Disposition Officer,Annual,1,1,72048.00,72048.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,3 00,20,1441,Coordinating Planner,Annual,1,1,99624.00,99624.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,GY 07,10,1405,City Planner V,Annual,1,1,86856.00,86856.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,105420.00,105420.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,B 13,1,0308,Staff Assistant,Annual,1,1,100716.00,100716.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,B 12,1,0303,Administrative Assistant III,Annual,1,1,87636.00,87636.00
LOCAL,54,Department of Planning and Development,0100,Corporate Fund,1005,Department of Planning and Development,2005,Department of Planning and Development,3089,Planning  Historical Preservation  and Sustainability,4038,Sustainability,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2574.00,2574.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0000,,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,58968.00,58968.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3004,Office of the Superintendent,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1404.00,1404.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4020,Office of the Chief of Staff,1 00,99,9011,Superintendent's Chief of Staff,Annual,1,1,180240.00,180240.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,9,9758,Assistant General Counsel,Annual,1,1,126504.00,126504.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,3 00,9,9756,General Counsel,Annual,1,1,165516.00,165516.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,9,9684,Deputy Director,Annual,1,1,115656.00,115656.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 03,71,9171,Sergeant,Annual,3,1,117246.00,351738.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 03,71,9171,Sergeant,Annual,1,1,113670.00,113670.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 04,71,9016,Police Legal Officer II,Annual,1,1,140286.00,140286.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,E 04,71,9016,Police Legal Officer II,Annual,3,1,128160.00,384480.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,D 03,91,9015,Police Legal Officer I,Annual,1,1,114846.00,114846.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,D 03,91,9015,Police Legal Officer I,Annual,1,1,111252.00,111252.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,3 00,10,1645,Associate Staff Attorney,Annual,4,1,61800.00,247200.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,1,1,100716.00,100716.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,1,1,96096.00,96096.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,1617,Paralegal II,Annual,3,1,58020.00,174060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,0708,FOIA Officer,Annual,4,1,65676.00,262704.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,0708,FOIA Officer,Annual,1,1,62712.00,62712.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,0708,FOIA Officer,Annual,6,1,59820.00,358920.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 13,1,0708,FOIA Officer,Annual,13,1,58020.00,754260.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,3 00,9,0311,Projects Administrator,Annual,1,1,75408.00,75408.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,B 10,1,0302,Administrative Assistant II,Annual,1,1,49692.00,49692.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,11524.00,11524.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4021,Legal Affairs Division,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,14852.00,14852.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,1 00,9,9716,Assistant Director of News Affairs,Annual,1,1,115656.00,115656.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,1 00,9,9715,Director of News Affairs,Annual,1,1,135672.00,135672.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,E 03,71,9171,Sergeant,Annual,1,1,124920.00,124920.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,E 03,71,9171,Sergeant,Annual,1,1,121020.00,121020.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,E 03,71,9171,Sergeant,Annual,1,1,113670.00,113670.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,D 01,91,9161,Police Officer,Annual,1,1,93354.00,93354.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,D 01,91,9161,Police Officer,Annual,2,1,90024.00,180048.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,D 01,91,9161,Police Officer,Annual,3,1,87006.00,261018.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,D 01,91,9161,Police Officer,Annual,1,1,84054.00,84054.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,D 01,91,9161,Police Officer,Annual,1,1,72510.00,72510.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,B 12,1,5743,Graphic Artist III,Annual,1,1,91824.00,91824.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,B 12,1,5743,Graphic Artist III,Annual,1,1,76248.00,76248.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,BX 13,10,0918,Photographic Specialist,Annual,1,1,53736.00,53736.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,75408.00,75408.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,BX 17,10,0790,Public Relations Coordinator,Annual,1,1,72024.00,72024.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,BX 16,20,0729,Information Coordinator,Annual,3,1,70272.00,210816.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,B 13,1,0711,Public Information Officer,Annual,2,1,58020.00,116040.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,3 00,0,0306,Assistant Director,Annual,1,1,95736.00,95736.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,12414.00,12414.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4022,Communications Division,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,5394.00,5394.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,3 00,99,9752,Commander,Annual,1,1,162684.00,162684.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,E 03,71,9171,Sergeant,Annual,3,1,121020.00,363060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,E 03,71,9171,Sergeant,Annual,1,1,113670.00,113670.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,64320.00,64320.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,3 00,0,0306,Assistant Director,Annual,1,1,110052.00,110052.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1572.00,1572.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3021,Office of the Chief of Staff,4023,Labor Relations Division,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,7151.00,7151.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,1 00,99,9785,Chief,Annual,1,1,185364.00,185364.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,1 00,9,9684,Deputy Director,Annual,1,1,154380.00,154380.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 02,91,9174,Police Agent,Annual,1,1,98052.00,98052.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 04,73,9173,Lieutenant,Annual,2,1,140286.00,280572.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 04,73,9173,Lieutenant,Annual,3,1,136116.00,408348.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,2,1,128682.00,257364.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,17,1,124920.00,2123640.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,21,1,121020.00,2541420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,16,1,117246.00,1875936.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,E 03,71,9171,Sergeant,Annual,6,1,113670.00,682020.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,103932.00,103932.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,4,1,100980.00,403920.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,97440.00,97440.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,4,1,94122.00,376488.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,5,1,96060.00,480300.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,5,1,93354.00,466770.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,5,1,90024.00,450120.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,3,1,87006.00,261018.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,8,1,84054.00,672432.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,D 01,91,9161,Police Officer,Annual,1,1,72510.00,72510.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 11,1,3130,Laboratory Technician,Annual,2,1,83676.00,167352.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 11,1,3130,Laboratory Technician,Annual,1,1,76248.00,76248.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 11,1,3130,Laboratory Technician,Annual,1,1,48216.00,48216.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,GY 08,20,1141,Principal Operations Analyst,Annual,1,1,70140.00,70140.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 09,1,0832,Personal Computer Operator II,Annual,1,1,63348.00,63348.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,66336.00,66336.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,B 08,1,0430,Clerk III,Annual,1,1,60420.00,60420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,9361.00,9361.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3427,Bureau of Internal Affairs,4040,Bureau of Internal Affairs,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,122539.00,122539.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,1 00,9,9684,Deputy Director,Annual,1,1,150000.00,150000.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,E 04,73,9173,Lieutenant,Annual,1,1,140286.00,140286.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,E 03,71,9171,Sergeant,Annual,1,1,117246.00,117246.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,D 01,91,9161,Police Officer,Annual,1,1,96060.00,96060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,D 01,91,9161,Police Officer,Annual,3,1,72510.00,217530.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,3 00,0,9102,Director of CAPS,Annual,1,1,134292.00,134292.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 12,3,9101,Community Organizer - CAPS,Annual,3,1,91824.00,275472.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 12,3,9101,Community Organizer - CAPS,Annual,1,1,87636.00,87636.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 12,3,9101,Community Organizer - CAPS,Annual,12,1,83676.00,1004112.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 12,3,9101,Community Organizer - CAPS,Annual,8,1,52896.00,423168.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 15,1,3955,Youth Services Coordinator,Annual,1,1,121272.00,121272.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 15,1,3955,Youth Services Coordinator,Annual,5,1,69888.00,349440.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 12,3,3520,Domestic Violence Advocate,Annual,5,1,52896.00,264480.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,GY 08,20,3097,Language Access Coordinator,Annual,1,1,70140.00,70140.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 16,10,3076,Coordinator of Community Services,Annual,1,1,87564.00,87564.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 17,10,1927,Area Coordinator - CAPS,Annual,1,1,105420.00,105420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 17,10,1927,Area Coordinator - CAPS,Annual,2,1,72024.00,144048.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 15,20,1910,Information Service Coordinator,Annual,2,1,87564.00,175128.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 15,20,1910,Information Service Coordinator,Annual,4,1,58968.00,235872.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,GY 08,20,1368,Compliance Officer,Annual,1,1,70140.00,70140.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,105420.00,105420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,100716.00,100716.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,3 00,0,0306,Assistant Director,Annual,1,1,105756.00,105756.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,3 00,0,0306,Assistant Director,Annual,1,1,83292.00,83292.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,17896.00,17896.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3429,Community Policing Group,0000,,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,3863.00,3863.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3437,Special Activities Section,0000,,D 01,91,9161,Police Officer,Annual,3,1,93354.00,280062.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3437,Special Activities Section,0000,,D 01,91,9161,Police Officer,Annual,2,1,90024.00,180048.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3437,Special Activities Section,0000,,D 01,91,9161,Police Officer,Annual,1,1,87006.00,87006.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2005,Chicago Police Department,3437,Special Activities Section,0000,,D 01,91,9161,Police Officer,Annual,1,1,84054.00,84054.00
