FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,3 00,9,1695,Administrative Deputy,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,1 00,0,1669,Law Library Technical Assistant,Annual,1,1,48888.00,48888.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,GY 11,10,1661,Director of Attorney Recruitment and Professional Development - Law,Annual,1,1,94428.00,94428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,B 12,1,1342,Senior Personnel Assistant,Annual,1,1,81468.00,81468.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,BX 15,10,1310,Administrative Services Officer II - Excluded,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,BX 14,10,1158,Chief Methods Analyst,Annual,1,1,91944.00,91944.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,GY 06,20,0654,Programmer/Analyst-Excluded,Annual,1,1,83604.00,83604.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,3 00,0,0601,Director of Information Systems,Annual,1,1,108864.00,108864.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,BX 13,10,0378,Administrative Supervisor,Annual,1,1,59100.00,59100.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,BX 18,10,0361,Director of Personnel Policies and Utilization,Annual,1,1,79176.00,79176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,GY 07,20,0125,Finance Officer - Excluded,Annual,1,1,67536.00,67536.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,3 00,0,0118,Director of Finance,Annual,1,1,104604.00,104604.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,B 11,1,0109,Accounting Technician,Annual,1,1,85344.00,85344.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3006,Administration,4010,Administrative Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5712.00,5712.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,130320.00,130320.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,108252.00,108252.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,98664.00,98664.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,3,1,94188.00,282564.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,71304.00,71304.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,136524.00,136524.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,B 13,1,1617,Paralegal II,Annual,1,1,98016.00,98016.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3007,Appeals,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8896.00,8896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,87804.00,87804.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,89916.00,89916.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,7,1,81936.00,573552.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,1,1,78228.00,78228.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,71304.00,142608.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 01,9,1643,Assistant Corporation Counsel I,Annual,2,1,68064.00,136128.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,136524.00,136524.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,130320.00,130320.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,124428.00,124428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,118776.00,118776.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,4 00,9,1631,Law Clerk,Hourly,26270,0,15.00,394050.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,BX 15,10,1619,Supervising Paralegal,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 13,1,1617,Paralegal II,Annual,3,1,98016.00,294048.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 13,1,1617,Paralegal II,Annual,1,1,93660.00,93660.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,BX 14,10,1607,Superv Process Server,Annual,1,1,64860.00,64860.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 10,1,1601,Process Server,Annual,5,1,55620.00,278100.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 10,1,1601,Process Server,Annual,2,1,44808.00,89616.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,1,1,77772.00,77772.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,1,1,44808.00,44808.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,74280.00,74280.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3011,Building and License Enforcement,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,33316.00,33316.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,64860.00,64860.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,2,1,103344.00,206688.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,3,1,98664.00,295992.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,94188.00,94188.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,71304.00,71304.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,2,1,136524.00,273048.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,124428.00,124428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,113388.00,113388.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,BX 15,10,1619,Supervising Paralegal,Annual,1,1,71196.00,71196.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,B 13,1,1617,Paralegal II,Annual,1,1,93660.00,93660.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,B 12,1,0863,Legal Secretary,Annual,1,1,93660.00,93660.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3014,Constitutional and Commercial Litigation,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2684.00,2684.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,73788.00,73788.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,130320.00,130320.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,94188.00,94188.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,124428.00,124428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,118776.00,118776.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,3,1,98664.00,295992.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,2,1,94188.00,188376.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,89916.00,89916.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 03,9,1673,Assistant Corporation Counsel III,Annual,3,1,85836.00,257508.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,2,1,130320.00,260640.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,124428.00,124428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,113388.00,113388.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,BX 15,10,1619,Supervising Paralegal,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,1,1,102732.00,102732.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,1,1,89388.00,89388.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,1,1,66984.00,66984.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,2,1,63972.00,127944.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 13,1,1617,Paralegal II,Annual,2,1,59184.00,118368.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 10,1,0875,Senior Legal Personal Computer Operator,Annual,2,1,77772.00,155544.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4001,Corporate Torts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,17120.00,17120.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4026,Torts,3 00,0,1653,Claims Manager,Annual,1,1,107772.00,107772.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4026,Torts,GY 07,20,1648,Claims Investigator,Annual,1,1,73644.00,73644.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3019,Torts,4026,Torts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1815.00,1815.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,73788.00,73788.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,103344.00,103344.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 03,9,1673,Assistant Corporation Counsel III,Annual,2,1,98664.00,197328.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,94188.00,94188.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 03,9,1673,Assistant Corporation Counsel III,Annual,3,1,71304.00,213912.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,136524.00,136524.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,103344.00,103344.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,BX 15,10,1619,Supervising Paralegal,Annual,1,1,71196.00,71196.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3022,Employment Litigation,4006,Corporate Employment Litigation,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3681.00,3681.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,61920.00,61920.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,118776.00,118776.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,94188.00,94188.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,L 03,9,1673,Assistant Corporation Counsel III,Annual,1,1,81936.00,81936.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3023,Affirmative Litigation,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1470.00,1470.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,1 00,9,1696,Director of Labor Relations,Annual,1,1,124992.00,124992.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,87804.00,87804.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,103344.00,103344.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,3,1,89916.00,269748.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,85836.00,85836.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,81936.00,81936.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,78228.00,78228.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 02,9,1672,Assistant Corporation Counsel II,Annual,3,1,68064.00,204192.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,143976.00,143976.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,136524.00,136524.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,130320.00,130320.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,L 05,9,1641,Assistant Corporation Counsel Supervisor,Annual,1,1,124428.00,124428.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,BX 13,10,1623,Paralegal II - Labor,Annual,1,1,51408.00,51408.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,BX 15,10,1619,Supervising Paralegal,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,GY 07,10,1386,Senior Labor Relations Specialist,Annual,1,1,67536.00,67536.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,3 00,0,1332,Assistant Director of Labor Relations,Annual,1,1,100896.00,100896.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,BX 12,10,0866,Executive Legal Secretary,Annual,1,1,46836.00,46836.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,BX 15,10,0802,Executive Administrative Assistant II,Annual,1,1,71196.00,71196.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3028,Labor,4011,Corporate Labor,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,13376.00,13376.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,83808.00,83808.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,L 04,9,1674,Assistant Corporation Counsel Senior,Annual,1,1,118776.00,118776.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,108252.00,108252.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,89916.00,89916.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,72684.00,72684.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,1 00,9,1652,Chief Assistant Corporation Counsel,Annual,1,1,137424.00,137424.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,1 00,9,1650,Deputy Corporation Counsel,Annual,1,1,151176.00,151176.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3031,Legal Counsel,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2541.00,2541.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,BX 15,0,1689,Administrative Assistant to Deputy Corporation Counsel,Annual,1,1,91944.00,91944.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,85836.00,85836.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 02,9,1672,Assistant Corporation Counsel II,Annual,2,1,81936.00,163872.00
LOCAL,31,Department of Law,0100,Corporate Fund,1005,Department of Law,2005,Department of Law,3038,Aviation  Environmental and Regulatory Litigation,4017,Corporate Litigation,L 02,9,1672,Assistant Corporation Counsel II,Annual,1,1,78228.00,78228.00
