FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4112,Photography Services,B 12,4,6425,Digital Asset Coordinator,Annual,1,1,53952.00,53952.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4112,Photography Services,BX 14,10,6424,Principal Photographer,Annual,1,1,78672.00,78672.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4112,Photography Services,BX 16,10,6421,Coordinator of Printing Services - Graphics,Annual,1,1,94704.00,94704.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4112,Photography Services,BX 15,10,0919,Supervising Photographic Technician,Annual,1,1,94704.00,94704.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4112,Photography Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1645.00,1645.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 13,1,6765,Printer,Annual,1,1,102732.00,102732.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 11,1,6423,Prepress Technician,Annual,1,1,49176.00,49176.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 14,1,6418,Lead Pressman,Annual,2,1,93660.00,187320.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 14,1,6418,Lead Pressman,Annual,1,1,64992.00,64992.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,BX 11,10,6417,Offset Press Operator,Annual,1,1,43980.00,43980.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,3 00,0,6414,Manager of Graphics and Reproduction Center,Annual,1,1,120204.00,120204.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 12,1,6410,Reprographics Coordinator,Annual,1,1,70860.00,70860.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,6406,Reprographics Technician III,Annual,1,1,77772.00,77772.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,6406,Reprographics Technician III,Annual,1,1,67668.00,67668.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,6406,Reprographics Technician III,Annual,1,1,64620.00,64620.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,6406,Reprographics Technician III,Annual,1,1,46188.00,46188.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 08,1,6405,Reprographics Technician II,Annual,2,1,37224.00,74448.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,0694,Reprographics Technician III,Annual,1,1,77772.00,77772.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,B 10,1,0302,Administrative Assistant II,Annual,1,1,44808.00,44808.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4113,Printing Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,8266.00,8266.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4114,Design Services,B 13,1,6409,Graphic Artist III,Annual,2,1,93660.00,187320.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4114,Design Services,B 13,1,6409,Graphic Artist III,Annual,1,1,77772.00,77772.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4114,Design Services,BX 16,10,5737,Creative Director,Annual,1,1,114012.00,114012.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3106,Graphics Services,4114,Design Services,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3267.00,3267.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3107,Energy Services,0000,,BX 15,10,1912,Project Coordinator,Annual,1,1,103920.00,103920.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3107,Energy Services,0000,,3 00,0,0310,Project Manager,Annual,1,1,108816.00,108816.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3107,Energy Services,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3108,Document Retention,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3108,Document Retention,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,59184.00,59184.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,142020.00,142020.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,B 13,1,6122,Safety Specialist,Annual,1,1,77772.00,77772.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,G 06,4,3403,Health and Safety Analyst,Annual,1,1,70428.00,70428.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,G 07,4,2081,Environmental Engineer II,Annual,2,1,77772.00,155544.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,G 08,4,2073,Environmental Engineer III,Annual,2,1,122112.00,244224.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,G 08,4,2073,Environmental Engineer III,Annual,1,1,97080.00,97080.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,G 08,4,2073,Environmental Engineer III,Annual,4,1,85764.00,343056.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,3 00,0,0310,Project Manager,Annual,1,1,125088.00,125088.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,3 00,0,0310,Project Manager,Annual,1,1,119028.00,119028.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,102732.00,102732.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,3 00,10,0289,Safety Administrator,Annual,1,1,109908.00,109908.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3115,Environmental Health and Safety,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3843.00,3843.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3231,Leasing / Real Estate Portfolio Management,4116,Lease and Real Estate Portfolio Management,1 00,9,9679,Deputy Commissioner,Annual,1,1,142020.00,142020.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3231,Leasing / Real Estate Portfolio Management,4116,Lease and Real Estate Portfolio Management,B 13,1,1663,Leasing Agent,Annual,1,1,102732.00,102732.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3231,Leasing / Real Estate Portfolio Management,4116,Lease and Real Estate Portfolio Management,3 00,9,0313,Assistant Commissioner,Annual,1,1,108816.00,108816.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2131,Bureau of Asset Management,3231,Leasing / Real Estate Portfolio Management,4116,Lease and Real Estate Portfolio Management,3 00,0,0310,Project Manager,Annual,1,1,107748.00,107748.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3200,Fleet Administration,0000,,1 00,9,9679,Deputy Commissioner,Annual,1,1,142020.00,142020.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,GY 08,10,6085,Senior Automotive Equipment Analyst,Annual,1,1,102576.00,102576.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,GY 08,10,6085,Senior Automotive Equipment Analyst,Annual,1,1,85248.00,85248.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,GY 11,20,6080,Manager - Fleet Services and Automotive Procurement,Annual,1,1,129144.00,129144.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,B 12,1,1240,Vehicle Registration Coordinator,Annual,1,1,61020.00,61020.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,55620.00,55620.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3201,Equipment Project Management,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,5488.00,5488.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,BX 18,10,7181,Manager of Fleet Services,Annual,1,1,104484.00,104484.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,BX 16,10,7163,Fuel System Service Technician,Annual,1,1,77892.00,77892.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,2 0,8,7161,Fleet Services Supervisor,Hourly,3,1,28.00,176966.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,2 0,8,7160,Fleet Services Assistant,Hourly,34,1,27.00,1921462.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,2,1,56.00,231629.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,B 10,1,0431,Clerk IV,Annual,1,1,44808.00,44808.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3214,Fuel Services,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,28546.00,28546.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,B 13,4,7173,Accident Adjuster,Annual,2,1,73488.00,146976.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,B 13,4,7173,Accident Adjuster,Annual,3,1,59184.00,177552.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,BX 17,10,7172,Manager of Vehicle Adjustments,Annual,2,1,101508.00,203016.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,B 12,1,7105,Warranty Clerk,Annual,1,1,74280.00,74280.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,131064.00,131064.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,B 12,1,0303,Administrative Assistant III,Annual,1,1,85344.00,85344.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,B 10,1,0302,Administrative Assistant II,Annual,1,1,77772.00,77772.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3216,Accidents and Assessments,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7634.00,7634.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,54,9534,Laborer,Hourly,8,1,47.00,788736.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,42,7638,Hoisting Engineer - Mechanic,Hourly,5,1,57.00,588640.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,42,7634,Foreman of Hoisting Engineer - Mechanics,Hourly,1,1,56.00,116688.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,15,1,41.00,1265160.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7185,Foreman of Motor Truck Drivers,Hourly,1,1,42.00,87672.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7183,Motor Truck Driver,Hourly,7,1,40.00,581672.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7161,Fleet Services Supervisor,Hourly,1,1,28.00,58989.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7160,Fleet Services Assistant,Hourly,15,1,27.00,847704.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7141,Chief Dispatcher - Excluded,Annual,1,1,103920.00,103920.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,P 12,8,7136,Service Writer,Annual,4,1,89352.00,357408.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,P 12,8,7136,Service Writer,Annual,1,1,81444.00,81444.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,P 12,8,7136,Service Writer,Annual,1,1,66972.00,66972.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,P 12,8,7136,Service Writer,Annual,2,1,60996.00,121992.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,P 12,8,7136,Service Writer,Annual,3,1,55596.00,166788.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 19,10,7133,Director of Maintenance Operations,Annual,2,1,131064.00,262128.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 19,10,7133,Director of Maintenance Operations,Annual,1,1,89532.00,89532.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,8,7124,Equipment Dispatcher,Hourly,1,1,41.00,84552.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,2,1,131064.00,262128.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,125088.00,125088.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,103920.00,103920.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,85452.00,85452.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,81552.00,81552.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,36,6679,Foreman of Machinists - Automotive,Hourly,11,1,56.00,1273958.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,36,6673,Machinist - Automotive,Hourly,73,1,53.00,8074851.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,24,6607,Foreman of Blacksmiths,Hourly,2,1,56.00,231712.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,24,6605,Blacksmith,Hourly,18,1,51.00,1913184.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,32,5045,Foreman of Electrical Mechanics (Auto),Hourly,3,1,55.00,343512.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,32,1,52.00,3464448.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,41,4856,Foreman of Sheet Metal Workers,Hourly,1,1,53.00,110302.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,41,4855,Sheet Metal Worker,Hourly,4,1,49.00,408512.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,39,4605,Automotive Painter,Hourly,5,1,50.00,523120.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,2 0,50,4301,Carpenter,Hourly,2,1,52.00,216362.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,28849.00,28849.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3219,Fleet Maintenance Operations,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,194573.00,194573.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,2 0,8,7186,Motor Truck Driver - Tire Repair,Hourly,2,1,41.00,168688.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,2 0,8,7127,Equipment Dispatcher - in Charge,Hourly,2,1,42.00,174928.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,2 0,8,7124,Equipment Dispatcher,Hourly,8,1,41.00,676416.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,BX 18,10,7047,Manager - Vehicle Maintenance,Annual,1,1,85452.00,85452.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,2 0,36,6673,Machinist - Automotive,Hourly,9,1,53.00,995530.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,2 0,32,5034,Electrical Mechanic - Automotive,Hourly,6,1,52.00,649584.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,2145.00,2145.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3220,Road Services,0000,,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,30826.00,30826.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0000,,2 0,8,7183,Motor Truck Driver,Hourly,1,1,40.00,83096.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0000,,2 0,8,7161,Fleet Services Supervisor,Hourly,4,1,28.00,235955.00
LOCAL,38,Department of Assets  Information  and Services,0100,Corporate Fund,1005,Department of Assets  Information  and Services,2140,Bureau of Fleet Operations,3226,CPD Motor Maintenance,0000,,2 0,8,7160,Fleet Services Assistant,Hourly,19,1,27.00,1073758.00
