FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3294,Investigative Response Team,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,5,1,116406.00,582030.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3294,Investigative Response Team,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,6,1,112446.00,674676.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3294,Investigative Response Team,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,3,1,108822.00,326466.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3294,Investigative Response Team,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,2,1,84798.00,169596.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2016,Bureau of Detectives,3294,Investigative Response Team,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3951.00,3951.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,1 00,99,9796,Deputy Chief,Annual,1,1,189504.00,189504.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,1 00,99,9785,Chief,Annual,1,1,206472.00,206472.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,3 00,99,9752,Commander,Annual,1,1,181200.00,181200.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,E 04,73,9173,Lieutenant,Annual,1,1,149502.00,149502.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,E 03,71,9171,Sergeant,Annual,1,1,128772.00,128772.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,D 01,91,9161,Police Officer,Annual,1,1,107556.00,107556.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,D 01,91,9161,Police Officer,Annual,1,1,103950.00,103950.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,D 01,91,9161,Police Officer,Annual,1,1,100422.00,100422.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,B 16,3,9117,Criminal Intelligence Analyst,Annual,6,1,85524.00,513144.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,B 13,1,0308,Staff Assistant,Annual,1,1,64668.00,64668.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3330,Bureau of Counter-Terrorism,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3873.00,3873.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,3 00,99,9752,Commander,Annual,1,1,181200.00,181200.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 04,73,9173,Lieutenant,Annual,1,1,157962.00,157962.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 04,73,9173,Lieutenant,Annual,2,1,154074.00,308148.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 04,73,9173,Lieutenant,Annual,1,1,149502.00,149502.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 03,71,9171,Sergeant,Annual,1,1,141318.00,141318.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 03,71,9171,Sergeant,Annual,4,1,137208.00,548832.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 03,71,9171,Sergeant,Annual,10,1,132906.00,1329060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 03,71,9171,Sergeant,Annual,7,1,128772.00,901404.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,E 03,71,9171,Sergeant,Annual,3,1,124854.00,374562.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,2,1,124170.00,248340.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,84798.00,84798.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,26,1,114768.00,2983968.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,13,1,111540.00,1450020.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,4,1,107556.00,430224.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,4,1,103950.00,415800.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,4,1,95598.00,382392.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,2,1,91116.00,182232.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 01,91,9161,Police Officer,Annual,54,1,57444.00,3101976.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,2,1,120630.00,241260.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,3,1,117138.00,351414.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,8,1,112932.00,903456.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,1,1,81972.00,81972.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,B 14,4,3899,Program Development Coordinator,Annual,9,1,71004.00,639036.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,X 43,0,03A4,Assistant Director,Annual,1,1,129936.00,129936.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3334,Public Transportation Division,0000,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,29215.00,29215.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,3 00,99,9752,Commander,Annual,1,1,181200.00,181200.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,E 04,73,9173,Lieutenant,Annual,1,1,149502.00,149502.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,E 03,71,9171,Sergeant,Annual,2,1,132906.00,265812.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,D 01,91,9161,Police Officer,Annual,3,1,114768.00,344304.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,D 01,91,9161,Police Officer,Annual,1,1,111540.00,111540.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,D 01,91,9161,Police Officer,Annual,4,1,107556.00,430224.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4220,Special Functions Division,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3579.00,3579.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,E 04,73,9173,Lieutenant,Annual,1,1,154074.00,154074.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,E 03,71,9171,Sergeant,Annual,3,1,137208.00,411624.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,E 03,71,9171,Sergeant,Annual,4,1,132906.00,531624.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,E 03,71,9171,Sergeant,Annual,3,1,128772.00,386316.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,D 01,91,9161,Police Officer,Annual,9,1,114768.00,1032912.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,D 01,91,9161,Police Officer,Annual,11,1,111540.00,1226940.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,D 01,91,9161,Police Officer,Annual,14,1,107556.00,1505784.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,D 01,91,9161,Police Officer,Annual,16,1,103950.00,1663200.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,D 01,91,9161,Police Officer,Annual,2,1,100422.00,200844.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4221,SWAT,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3798.00,3798.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,E 04,73,9173,Lieutenant,Annual,1,1,140748.00,140748.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,E 03,71,9171,Sergeant,Annual,1,1,137208.00,137208.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,E 03,71,9171,Sergeant,Annual,5,1,132906.00,664530.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,E 03,71,9171,Sergeant,Annual,2,1,128772.00,257544.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,E 03,71,9171,Sergeant,Annual,1,1,124854.00,124854.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9168,Police Officer - Assigned as Marine Officer,Annual,4,1,120630.00,482520.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9168,Police Officer - Assigned as Marine Officer,Annual,11,1,117138.00,1288518.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9168,Police Officer - Assigned as Marine Officer,Annual,4,1,112932.00,451728.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9168,Police Officer - Assigned as Marine Officer,Annual,15,1,81972.00,1229580.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9154,Police Officer Assigned as Helicopter Pilot,Annual,1,1,120630.00,120630.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9154,Police Officer Assigned as Helicopter Pilot,Annual,2,1,117138.00,234276.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9154,Police Officer Assigned as Helicopter Pilot,Annual,1,1,105480.00,105480.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,D 02,91,9154,Police Officer Assigned as Helicopter Pilot,Annual,1,1,81972.00,81972.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4222,Marine / Helicopter Unit,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,9420.00,9420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,E 04,73,9173,Lieutenant,Annual,1,1,154074.00,154074.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,E 03,71,9171,Sergeant,Annual,2,1,132906.00,265812.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,E 03,71,9171,Sergeant,Annual,2,1,128772.00,257544.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,D 02,91,9169,Police Officer - Assigned as Mounted Patrol Officer,Annual,4,1,117138.00,468552.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,D 02,91,9169,Police Officer - Assigned as Mounted Patrol Officer,Annual,4,1,112932.00,451728.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,D 02,91,9169,Police Officer - Assigned as Mounted Patrol Officer,Annual,3,1,109128.00,327384.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,D 02,91,9169,Police Officer - Assigned as Mounted Patrol Officer,Annual,1,1,105480.00,105480.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,D 02,91,9169,Police Officer - Assigned as Mounted Patrol Officer,Annual,12,1,81972.00,983664.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4223,Mounted Unit,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,7812.00,7812.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,E 04,73,9173,Lieutenant,Annual,1,1,154074.00,154074.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,E 03,71,9171,Sergeant,Annual,1,1,137208.00,137208.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,E 03,71,9171,Sergeant,Annual,2,1,132906.00,265812.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,E 03,71,9171,Sergeant,Annual,2,1,128772.00,257544.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,2,1,120630.00,241260.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,4,1,117138.00,468552.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9153,Police Officer - Assigned as Explosives Detection Canine Handler,Annual,1,1,81972.00,81972.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9152,Police Officer - Assigned as Canine Handler,Annual,6,1,120630.00,723780.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9152,Police Officer - Assigned as Canine Handler,Annual,6,1,117138.00,702828.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9152,Police Officer - Assigned as Canine Handler,Annual,3,1,112932.00,338796.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,D 02,91,9152,Police Officer - Assigned as Canine Handler,Annual,11,1,81972.00,901692.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4224,Canine Unit,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4060.00,4060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,E 03,71,9171,Sergeant,Annual,1,1,132906.00,132906.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,E 03,71,9171,Sergeant,Annual,1,1,124854.00,124854.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,D 03,91,9158,Explosives Technician I,Annual,5,1,132906.00,664530.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,D 03,91,9158,Explosives Technician I,Annual,2,1,128772.00,257544.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,D 03,91,9158,Explosives Technician I,Annual,5,1,124854.00,624270.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4225,Bomb Squad,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1398.00,1398.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,E 04,73,9173,Lieutenant,Annual,1,1,154074.00,154074.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,E 03,71,9171,Sergeant,Annual,2,1,132906.00,265812.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,E 03,71,9171,Sergeant,Annual,3,1,128772.00,386316.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,E 03,71,9171,Sergeant,Annual,2,1,124854.00,249708.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,E 03,71,9171,Sergeant,Annual,2,1,120846.00,241692.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,12,1,114768.00,1377216.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,12,1,111540.00,1338480.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,2,1,107556.00,215112.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,1,1,103950.00,103950.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,32,1,100422.00,3213504.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,D 01,91,9161,Police Officer,Annual,1,1,95598.00,95598.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,B 08,1,0430,Clerk III,Annual,1,1,70608.00,70608.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,B 10,1,0302,Administrative Assistant II,Annual,1,1,84972.00,84972.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3338,Special Functions Division,4227,Traffic Section,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,15998.00,15998.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3339,Counter-Terrorism Division,4218,Intelligence Section,E 04,73,9173,Lieutenant,Annual,1,1,154074.00,154074.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3339,Counter-Terrorism Division,4218,Intelligence Section,E 03,71,9171,Sergeant,Annual,3,1,132906.00,398718.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3339,Counter-Terrorism Division,4218,Intelligence Section,E 03,71,9171,Sergeant,Annual,3,1,128772.00,386316.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3339,Counter-Terrorism Division,4218,Intelligence Section,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,2,1,124170.00,248340.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2028,Bureau of Counter-Terrorism,3339,Counter-Terrorism Division,4218,Intelligence Section,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,120630.00,120630.00
