FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUBSECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,E 03,71,9171,Sergeant,Annual,1,1,118644.00,118644.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,E 03,71,9171,Sergeant,Annual,1,1,114948.00,114948.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,E 03,71,9171,Sergeant,Annual,2,1,111444.00,222888.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,103932.00,103932.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,2,1,100980.00,201960.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,2,1,97440.00,194880.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 01,91,9161,Police Officer,Annual,4,1,96060.00,384240.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 01,91,9161,Police Officer,Annual,4,1,93354.00,373416.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 01,91,9161,Police Officer,Annual,5,1,68616.00,343080.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 03,91,9160,Police Officer - Assigned as Security Specialist,Annual,5,1,114846.00,574230.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 03,91,9160,Police Officer - Assigned as Security Specialist,Annual,5,1,111252.00,556260.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 03,91,9160,Police Officer - Assigned as Security Specialist,Annual,1,1,107790.00,107790.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 03,91,9160,Police Officer - Assigned as Security Specialist,Annual,9,1,104502.00,940518.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,D 03,91,9160,Police Officer - Assigned as Security Specialist,Annual,2,1,101148.00,202296.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3435,Detached Services Unit,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,22750.00,22750.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,1 00,99,9796,Deputy Chief,Annual,1,1,170112.00,170112.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,3 00,99,9752,Commander,Annual,1,1,162684.00,162684.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 04,73,9173,Lieutenant,Annual,1,1,129516.00,129516.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 04,73,9173,Lieutenant,Annual,1,1,121974.00,121974.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 03,71,9171,Sergeant,Annual,3,1,122472.00,367416.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 03,71,9171,Sergeant,Annual,1,1,118644.00,118644.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,E 03,71,9171,Sergeant,Annual,2,1,114948.00,229896.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,103932.00,103932.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 01,91,9161,Police Officer,Annual,3,1,96060.00,288180.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 01,91,9161,Police Officer,Annual,10,1,93354.00,933540.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 01,91,9161,Police Officer,Annual,8,1,90024.00,720192.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 01,91,9161,Police Officer,Annual,1,1,87006.00,87006.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,D 01,91,9161,Police Officer,Annual,33,1,68616.00,2264328.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3439,Deployment Operations Section,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,96242.00,96242.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,E 05,75,9175,Captain,Annual,1,1,149604.00,149604.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,E 03,71,9171,Sergeant,Annual,1,1,122472.00,122472.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,D 01,91,9161,Police Officer,Annual,2,1,96060.00,192120.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,D 01,91,9161,Police Officer,Annual,2,1,87006.00,174012.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,D 01,91,9161,Police Officer,Annual,1,1,84054.00,84054.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,3 00,0,1127,Chief Performance Analyst,Annual,3,1,92928.00,278784.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,GY 08,20,1126,Senior Performance Analyst,Annual,2,1,72120.00,144240.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,G 08,4,0635,Senior Programmer/Analyst,Annual,1,1,82236.00,82236.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,G 07,4,0193,Auditor III,Annual,1,1,107208.00,107208.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,G 07,4,0193,Auditor III,Annual,1,1,74568.00,74568.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,G 06,4,0192,Auditor II,Annual,2,1,67524.00,135048.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2007,Office of the First Deputy,3440,Office of Operational Compliance,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,4065.00,4065.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3450,Organizational Development - Administration,0,,1 00,99,9785,Chief,Annual,1,1,185364.00,185364.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3450,Organizational Development - Administration,0,,E 03,71,9171,Sergeant,Annual,1,1,111444.00,111444.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3450,Organizational Development - Administration,0,,D 01,91,9161,Police Officer,Annual,2,1,93354.00,186708.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3450,Organizational Development - Administration,0,,D 01,91,9161,Police Officer,Annual,1,1,84054.00,84054.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,1 00,99,9796,Deputy Chief,Annual,1,1,170112.00,170112.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 04,73,9173,Lieutenant,Annual,4,1,137538.00,550152.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 04,73,9173,Lieutenant,Annual,3,1,133446.00,400338.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 04,73,9173,Lieutenant,Annual,1,1,129516.00,129516.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 03,71,9171,Sergeant,Annual,4,1,122472.00,489888.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 03,71,9171,Sergeant,Annual,12,1,118644.00,1423728.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 03,71,9171,Sergeant,Annual,15,1,114948.00,1724220.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,E 03,71,9171,Sergeant,Annual,11,1,111444.00,1225884.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 02,91,9170,Police Officer - Assigned as Armorer,Annual,1,1,68616.00,68616.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 2A,91,9165,Police Officer - Assigned as Detective,Annual,1,1,97440.00,97440.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 02,91,9164,Police Officer - Assigned as Training Officer,Annual,2,1,100980.00,201960.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 02,91,9164,Police Officer - Assigned as Training Officer,Annual,1,1,94524.00,94524.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 02,91,9164,Police Officer - Assigned as Training Officer,Annual,2,1,68616.00,137232.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,19,1,96060.00,1825140.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,53,1,93354.00,4947762.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,59,1,90024.00,5311416.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,40,1,87006.00,3480240.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,7,1,84054.00,588378.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,21,1,68616.00,1440936.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,D 01,91,9161,Police Officer,Annual,56,1,48078.00,2692368.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,3 00,0,1646,Attorney,Annual,1,1,80844.00,80844.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,3 00,0,1646,Attorney,Annual,1,1,76932.00,76932.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 15,1,1360,Technical Training Specialist,Annual,1,1,68352.00,68352.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 14,1,1359,Training Officer,Annual,6,1,108072.00,648432.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 14,1,1359,Training Officer,Annual,1,1,103260.00,103260.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 14,1,1359,Training Officer,Annual,3,1,98496.00,295488.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 14,1,1359,Training Officer,Annual,2,1,93984.00,187968.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 14,1,1359,Training Officer,Annual,2,1,62316.00,124632.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 10,1,0831,Personal Computer Operator III,Annual,1,1,74568.00,74568.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,BX 17,20,0394,Administrative Manager,Annual,1,1,70272.00,70272.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,B 10,1,0302,Administrative Assistant II,Annual,1,1,74568.00,74568.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3451,Education and Training Division,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,488221.00,488221.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,E 04,73,9173,Lieutenant,Annual,1,1,129516.00,129516.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,E 03,71,9171,Sergeant,Annual,2,1,118644.00,237288.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,E 03,71,9171,Sergeant,Annual,1,1,111444.00,111444.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,4,1,93354.00,373416.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,4,1,90024.00,360096.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,4,1,87006.00,348024.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,4,1,84054.00,336216.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,D 01,91,9161,Police Officer,Annual,4,1,48078.00,192312.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,3 00,0,8780,Director of Research and Planning,Annual,1,1,119148.00,119148.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,G 05,4,2921,Senior Research Analyst,Annual,2,1,89916.00,179832.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,3 00,0,0306,Assistant Director,Annual,1,1,112248.00,112248.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,BX 15,20,0305,Assistant to the Executive Director,Annual,1,1,96096.00,96096.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,B 10,1,0302,Administrative Assistant II,Annual,2,1,74568.00,149136.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3453,Research and Development Division,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,1683.00,1683.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,E 04,73,9173,Lieutenant,Annual,1,1,133446.00,133446.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,E 03,71,9171,Sergeant,Annual,2,1,122472.00,244944.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,E 03,71,9171,Sergeant,Annual,5,1,118644.00,593220.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,E 03,71,9171,Sergeant,Annual,3,1,114948.00,344844.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,E 03,71,9171,Sergeant,Annual,1,1,111444.00,111444.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,D 01,91,9161,Police Officer,Annual,3,1,96060.00,288180.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,D 01,91,9161,Police Officer,Annual,2,1,93354.00,186708.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,D 01,91,9161,Police Officer,Annual,2,1,84054.00,168108.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,D 01,91,9161,Police Officer,Annual,3,1,68616.00,205848.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,D 01,91,9161,Police Officer,Annual,1,1,48078.00,48078.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 09,1,0665,Senior Data Entry Operator,Annual,1,1,53856.00,53856.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 08,1,0430,Clerk III,Annual,3,1,61956.00,185868.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 08,1,0430,Clerk III,Annual,1,1,59088.00,59088.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 08,1,0430,Clerk III,Annual,3,1,56448.00,169344.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,B 08,1,0430,Clerk III,Annual,1,1,53856.00,53856.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3455,Court Liaison Section,0,,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,31783.00,31783.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,E 03,71,9171,Sergeant,Annual,1,1,122472.00,122472.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,E 03,71,9171,Sergeant,Annual,2,1,118644.00,237288.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,E 03,71,9171,Sergeant,Annual,1,1,114948.00,114948.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,7,1,96060.00,672420.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,6,1,93354.00,560124.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,10,1,90024.00,900240.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,2,1,84054.00,168108.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,1,1,80016.00,80016.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,D 01,91,9161,Police Officer,Annual,5,1,68616.00,343080.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,B 11,1,3130,Laboratory Technician,Annual,3,1,81840.00,245520.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,B 11,1,3130,Laboratory Technician,Annual,1,1,71220.00,71220.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,B 08,1,0430,Clerk III,Annual,1,1,59088.00,59088.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4266,Human Resources,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,23802.00,23802.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,E 04,73,9173,Lieutenant,Annual,1,1,137538.00,137538.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,E 03,71,9171,Sergeant,Annual,1,1,126156.00,126156.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,E 03,71,9171,Sergeant,Annual,1,1,122472.00,122472.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,D 01,91,9161,Police Officer,Annual,1,1,87006.00,87006.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,D 01,91,9161,Police Officer,Annual,1,1,84054.00,84054.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,D 01,91,9161,Police Officer,Annual,1,1,68616.00,68616.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3457,Human Resources Division,4267,Medical Section,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,3714.00,3714.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,1 00,9,9704,Director of Professional Counseling Services,Annual,1,1,138348.00,138348.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,D 01,91,9161,Police Officer,Annual,1,1,96060.00,96060.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,D 01,91,9161,Police Officer,Annual,2,1,93354.00,186708.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,D 03,91,9156,Police Officer - Assigned as Supervising Substance Abuse Counselor,Annual,1,1,104502.00,104502.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,G 07,4,3534,Clinical Therapist III,Annual,1,1,107208.00,107208.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,G 07,4,3534,Clinical Therapist III,Annual,10,1,74568.00,745680.00
LOCAL,57,Chicago Police Department,0100,Corporate Fund,1005,Chicago Police Department,2009,Organizational Development,3458,Professional Counseling Division,0,,3 00,0,0306,Assistant Director,Annual,1,1,110052.00,110052.00
